spotify_id,song_name,artist_name,lyrics,extraction_status,genius_id,genius_title,genius_artist,genius_url
2F1Iwu8AiRMvoZtspi4698,Hotel Motel,K7,,not_found,,,,
2VXELnkss8PZELozIWUk0A,Urban Jungle,Super Pancho Combo,,not_found,,,,
7raUjxkbI799ArKXBDzgxl,72,Smokey Brights,,not_found,,,,
6IaUMIQahMuYnx4VSmz4F2,World Is Spinning,Cry On Cue,,not_found,,,,
2vrQbJ0KdhLL8eyVvdrtKx,I Knew You Were Waiting (For Me) - Percapella,George Michael,,not_found,,,,
0E6EqdUaEmiQ8sU06jczZI,Purple Haze,Hugh Marsh,"Purple haze in my brain
Lately things just don't seem the same
Acting funny but I don't know why
'Scuse me while I kiss the sky
Purple haze all around
Don't know if I'm coming up or down
Am I happy or in misery
Whatever it is that girl put a spell on me
Purple haze all in my eyes
I don't know if it's day or night
You got me floatin', blowin' my mind
Is it tomorrow or just the end of time",success,1086659.0,Purple Haze,Hugh Marsh,https://genius.com/Hugh-marsh-purple-haze-lyrics
7JibEDGMEMn84aopvy1Gkb,Talkin' to Myself,Barry Levenson,,not_found,,,,
7BcIjY2yDsvkvtsjf4h8Au,Ain't Nobody,Chaka Khan,"Captured effortlessly
That's the way it was
Happened so naturally
I did not know it was love
The next thing I felt was you
Holdin' me close
What was I gonna do?
I let myself go

And now we're flyin' through the stars
I hope this night will last forever

I've been waitin' for you
It's been so long
I knew just what I would do
When I heard your song
Filled my heart with your bliss
Gave me freedom
You knew I could not resist
I needed someone

And now we're flyin' through the stars
I hope this night will last forever
Oh, oh, oh, oh

Ain't nobody (Nobody)
Loves me better (Loves me better)
Makes me happy
Makes me feel this way (Nobody)
Ain't nobody (Ain't nobody)
Loves me better than you

I wait for nighttime to come
And bring you to me
I can't believe I'm the one
I was so lonely
I feel like no one could feel
I must be dreamin'
I want this dream to be real
I need this feelin'

I make my wish upon a star
And hope this night will last forever
Oh, oh, oh, oh

Ain't nobody (Ain't nobody)
Loves me better
Makes me happy (Makes me feel this way)
Makes me feel this way
Ain't nobody (Nobody, baby)
Loves me better
Ain't nobody
Loves me better than you

At first, you put your arms around me
Then you put your charms around me
I can't resist this sweet surrender
Oh, my nights are warm and tender
We stare into each other's eyes
And what we see is no surprise
Got a feeling most would treasure
And a love so deep we cannot measure

Ain't nobody (Nobody)
Loves me better
Makes me happy (Makes me feel this way)
Makes me feel this way
Ain't nobody (Ain′t nobody)
Loves me better (Nobody)
Ain′t nobody
Loves me better (Nobody, baby)
Ain't nobody (Nobody, baby)
Loves me better
Makes me happy
Makes me feel this way
Ain′t nobody
Loves me better
Ain't nobody
Loves me better (Nobody)
Ain′t nobody (Ain't nobody)
Loves me better (Ain′t nobody)
Makes me happy
Makes me feel this way (Nobody, baby)
Ain't nobody
Loves me better (Ain't nobody)
Ain′t nobody
Loves me better
Ain′t nobody (Nobody, baby)
Loves me better (Ain't nobody, baby)
Makes me happy (Ain′t nobody, baby)
Makes me feel this way (Ain't nobody)
Ain′t nobody
Loves me better (Baby, baby, baby, baby, baby)
Ain't nobody
Loves me better
Ain′t nobody
Loves me better (Makes me feel this way)
Makes me happy
Makes me feel this way",success,2001096.0,Ain’t Nobody,Chaka Khan,https://genius.com/Chaka-khan-aint-nobody-lyrics
1y5nJRPgtt8Ahh5QwJL6WU,Never Mind Love,M People,"I played out this scene before too
Many times
I walked across the crowded room
And looked him in the eye
He looked up to me and said
Would I lie to you
But he didn't know what I know
What I'm going to do
So go to hell now
'cause I don't care for you
I don't need you
You're a stone in my shoe
You think I'm stupid
Well I got news for you
I ain't no cupid
And so I say to you
Never mind my never never love
Never mind my never never love
I say never mind my never never love
Never mind my never never love
How you gonna change the habit
Of a lifetime overnight
You think you're so immortal
So eternal, out of sight
The questions I am gonna ask
Aren't the ones you wanna hear
Alone inside your narrow mind
Now let's get one thing clear
Unlike Sinatra
You ain't under my skin
What can I tell ya
Don't know where to begin
Can't find your heart now
But who's lookin' anyway
Hasta luego
Adios I'm on my way",success,1558814.0,Never Mind Love,M People,https://genius.com/M-people-never-mind-love-lyrics
4qwoD3L84j9FG7ZHx34Xf7,Sparkle,Mflex Sounds,,not_found,,,,
10p9UW0qXbLpRAPgfh0Vdt,Венок из васильков,Irina Saltykova,,not_found,,,,
1HFNSHfyq5s7tfVMXLu4J5,La Cicatriz,El Gran Combo De Puerto Rico,,not_found,,,,
4S3jEYscNrPwUAHfazGKK0,Беспризорник (Remix),Hi-Fi,"Я один, я как ветер
Я пью земную благодать
А в трудный день или под вечер
Светило тоже хочет спать

Где ты, мой ангел-хранитель
Возьми, если сможешь, меня к небесам
Убежал я из дома
Бродить по сказочным мирам

Я прошу, забери меня, мама
С улиц городских обратно домой
Я послушным и правильным стану
Я хочу домой, а здесь я чужой
Бьется ночь в окна раненой птицей
И дрожит огонь усталой свечи
Проплывают знакомые лица
Но им не понять беспризорной тоски

День прошел незаметно
А я на улице опять
И за плечом спит мой ангел
Я не желаю погибать

Где ты, мой ангел-хранитель
Возьми, если сможешь, меня к небесам
Убежал я из дома
Бродить по сказочным мирам

Я прошу, забери меня, мама
С улиц городских обратно домой
Я послушным и правильным стану
Я хочу домой, а здесь я чужой
Бьется ночь в окна раненой птицей
И дрожит огонь усталой свечи
Проплывают знакомые лица
Но им не понять беспризорной тоски

Где ты, мой ангел-хранитель
Возьми, если сможешь, меня к небесам
Убежал я из дома
Бродить по сказочным мирам",success,6692726.0,Беспризорник (Homeless),Hi-Fi (RUS),https://genius.com/Hi-fi-rus-homeless-lyrics
2XQZjvLPzjLYYGrayh8ko6,Half Way Dead,Alex Arrowsmith,,not_found,,,,
1Rl28Jm3eovCkrgvgIo0JJ,You're Not The 1,Groove Theory,"I had given up on you 'cause you have made it clear
You couldn't give a damn whether I was far, I was near
But  you heard I got a man and suddenly you're here
The challenges must turn you on 'cause I know you ain't sincere

What we had is over, even though I thought we'd last
But somehow you just think that you can hold on to the past
You hated that I'm doing fine without you in my life
But I bet you'd never guessed that I'd be someone else's wife

You deceived me, thought you loved me then you leave me
Played your games
Yeah, you had your fun
Boy, believe me
If you think I still need you
Boy, you're wrong
'Cause you're not the one, no (You're not the one)

Lately in the middle of the nights you decide to call
You're telling me you want me back and that I am your all
Ever since we parted, those three little words you refused to say
Are said to me so sweetly almost every single day

There's no use in lying 'cause I really love my man
There's no use in trying 'cause I can see right through your plan
It's time that you move on and make yourself a brand new start
But I wouldn't be surprised if next time someone breaks your heart

You deceived me, thought you loved me then you leave me
Played your games
Yeah, you had your fun
Boy, believe me
If you think I still need you
Boy, you're wrong
'Cause you're not the one, no (You're not the one)

There's no use in lying 'cause I really love my man
There's no use in trying, I can see right through your plan
It's time that you move on and make yourself a brand new start
But I wouldn't be surprised if next time someone breaks your heart
Oh yeah

You deceived me, thought you loved me then you leave me
Yeah, you had your fun
(Oh, you had your fun)
Boy, believe me
If you think I still need you
Boy, you're wrong
'Cause you're not the one (You're not the one)
You deceived me, thought you loved me then you leave me
Played your games
Yeah, you had your fun
Boy, believe me
If you think I still need you
(If you think that I still need you)
Boy, you're wrong
(You're wrong - baby, I don't need you no more, oh)
(You're not the one)
You deceived me, thought you loved me then you leave me
Played your games
Boy, believe me
If you think I still need you
Boy, you're wrong
(You are not the one)
'Cause you're not the one
(You are not, you are not the one)
You deceived me, thought you loved me then you leave me
Played your games
Yeah, you had your fun
Boy, believe me
If you think I still need you
Boy, you're wrong
'Cause you're not the one",success,1639317.0,You’re Not the 1,Groove Theory,https://genius.com/Groove-theory-youre-not-the-1-lyrics
5bBezZA4RT51V7ADglABTn,Missing,No Mercy,"And I miss you - Like the deserts miss the rain
And I miss you
I step off the train
I'm walking down your street again
Pass your door
But you don't live there anymore
It's years since you've been there
And now you've disappeared somewhere
Like outer space
You've found some better place
And I miss you - Like the deserts miss the rain
And I miss you
Could you be dead?
You always were
Two steps ahead of everyone
We'd walk behind
While you would run
And the years have proved
To offer nothing
Since you moved
And you're long gone
And I can't move on
And I miss you
And I miss you - Like the deserts miss the rain
I step off the train
I'm walking down your street again
Pass your door
But you don't live there anymore
And I miss you - Like the deserts miss the rain",success,978080.0,Missing,No Mercy,https://genius.com/No-mercy-missing-lyrics
3tz1dRufejUa1z5WDz9RJb,Lovergirl - Single Version,Teena Marie,"Coffee, tea or me, baby, touché au lait
My opening line might be a bit passé, yes
But don't think that I don't know what I'm feeling for you
'Cause I got a vibe on you the first time that I saw you, saw you

I need your love and I won't bring no pain
A little birdie told me that you feel the same
I'm for the real, and for you, I'm true blue
Let's make a deal, sugar, all I want to do is
Be your one and only lover

I just want to be your lovergirl
I just want to rock your world
Hey, hey, hey

Hook, line and sinker baby, that's how you caught me
My second verse might be a bit old hat
But don't think that I don't know what it's doing to me
'Cause I got a vibe on you the first time you saw through me, through me

I need your love and I won't bring no pain
A little birdie told me that you feel the same
I'm for the real and for you I'm true blue
Let's make a deal, sugar, all I want to do is
Be your one and only lover

I just want to be your lovergirl
I just want to rock your world
Hey, hey, hey

I just want to be your lovergirl
I just want to rock your world
Hey, hey, hey

Baby, let me groove you
Baby, let me rock your world
I just want to rock your world
Coffee, tea or me, baby, touché au lait
My opening line might be a bit passé
But don't think that I don't know what I'm feeling for you
'Cause I got a vibe the first time that I saw you, whoa

When the push comes to shove
And you need a little love
Let me put some rock into your world
Call me up, don't be shy
For my love will make you high
I just want to be your lovergirl",success,4678739.0,Lovergirl (Single Version),Teena Marie,https://genius.com/Teena-marie-lovergirl-single-version-lyrics
5S75tqA22MjZDkHuxhFCNp,1000 und 1 Nacht (Zoom),Wolfgang Petry,,not_found,,,,
1OQvee24SoPs0c1gHvm9CS,Yapa,Kizz Daniel,"Vado, oh shit
Case beats

First of all, na me be this oh
If person dey licki like Gelato
My body dey do me like say make I release gbedu
If I drop na finito

Loni were were, loni wara wara
E k'owo wole, mo moh Olaiya
See me in the club
Omo vado yapa, o repete
Loni were were, loni wara wara
You can Google me, oh vado
See me in the club
Omo vado yapa, o repete
Yo, va, omo vado yapa, o repete
Yo, va, omo vado yapa, o repete

But, won ni vado ti proud
Won ni ololufe mi loso'midi sudaddyga
Father, from where I go take dey kneel down
Na where I dey down
I dey go kinlo saare lo bu'ya Ruka
She-she-shey bi 'oni koni blow ni, sho'tan

Loni were were, loni wara wara
E k'owo wole, mo moh Olaiya
See me in the club
Omo vado yapa, o repete
Loni were were, loni wara wara
You can Google me, oh vado
See me in the club
Omo vado yapa, o repete
Yo, va, omo vado yapa, o repete
Yo, va, omo vado yapa, o repete

Vado
If person dey steal, na hin dey give
Robinhood",success,5706674.0,Yapa,Kizz Daniel,https://genius.com/Kizz-daniel-yapa-lyrics
0zZE4gBv25outVrHKJgiry,Nowhere (feat. Rita Ora & KYLE),Clean Bandit,"Mhm-mhm
Yup, yup
Yeah, yeah

I still keep thinking that you
Would tell me the truth
But you never do
No, you don't (No, no)
Sugar-coated mirrors and lies
The perfect disguise
Do you pay the price?
No, you don't (No, no)

Yeah, I wish I could go (Wish I could go)
Back to the start
And tell myself that I hold the cards (The card)
I don't know (Woo)

Why do I follow
When you lead me nowhere?
You take the dark road
And baby, I go there
There's a part of me
Somewhere deep
Down that still believes
That's why I follow
When you lead me nowhere

You let my love go to waste
You're not gonna change
You're not gonna change
No, you won't (Nah)
Staying up at night and I pray it gets better
Waiting on a change in the weather
But I ain't gonna wait here forever
No, I won't

Yeah, I wish I could go (Wish I could go)
Back to the start
And tell myself that I hold the cards
I don't know

Why do I follow
When you lead me nowhere?
You take the dark road
And baby, I go there
There's a part of me
Somewhere deep
Down that still believes
That's why I follow
When you lead me nowhere

Oh my, I just missed my line
Help me, I'm so blind
I just love your lies
How can you blame me?
You make 'em sound so amazing
Deep down I know that you hate me
Baby, it's so entertaining

Yeah, I wish I could go (Wish I could go)
Back to the start
And tell myself that I hold the cards
I don't know
I wish I could say
All of the things I wanna say
And then walk away
I don't know

Why do I follow
When you lead me nowhere?
You take the dark road
And baby, I go there
There's a part of me
Somewhere deep
Down I still believe
That's why I follow
When you lead me nowhere",success,3984006.0,Nowhere,Clean Bandit,https://genius.com/Clean-bandit-nowhere-lyrics
74RfJFUAVLcXnhIBQlSUBk,Rising To Set,Prospect,"Prospect
Prelude
Rising To Set
-verse 1-
I don't think you see me cause now I'm on the floor.I don't think you care for me now I'm such a bore.I don't think you want to wake me anymore.I don't think you care about being such a whore
-chorus-
The sun doesn't shine the same way that it use to. (repeat x2)
-verse 2-
Somebody please point out just where I went wrong. House made of playing cards has fallen down.Thousand little pieces all over the floor.All these fucking games I can't help but frown
-repeat chorus-
-breakdown-
When the sun comes up to the sky, it's rising to set (repeat)
-repeat chorus-",success,1245853.0,Rising To Set,Prospect,https://genius.com/Prospect-rising-to-set-lyrics
5bswESpm0TJQpR8vLdCh6x,X-Girlfriend,Mariah Carey,"Oh
No, no-no

Ex-girlfriend, you can't have him
It's about time that you found you a new man
He's moved on
Don't you know? Don't you know?
You gotta let him go, let him go, let him go
Ex-girlfriend, you don't listen (Ex-girlfriend)
Stop trying, he's not gonna give in
He's not yours anymore, don't you know?
You gotta let him go, let him go, let him go

Hey, ex-girlfriend
It's too bad, when you had him, your thing didn't work
But he's all mine now, so stop pursuin' him
Before you get your feelings hurt
See, our love is hot and no, it won't stop
'Cause I got him on lock
And although he rejects you
It don't seem to affect you
'Cause you just keep tryin' to get with him

So don't, don't keep, keep calling (Keep)
Hanging up the phone (Hang)
When I answer, I know it (Know)
Tears you up inside and
Why do you sit in silence (Why?)
On the other end?
'Til I hang up, and you (Hang)
Predictably call right back again? (Ex-girlfriend)

Ex-girlfriend, you can't have him
It's about time that you found you a new man
He's moved on
Don't you know? Don't you know? (He's moved on)
You gotta let him go, let him go, let him go (Let him go)
Ex-girlfriend, you don't listen (Ex-girlfriend)
Stop trying, he's not gonna give in
He's not yours anymore, don't you know? (You've got to)
You gotta let him go, let him go, let him go (Let him go)

Hey, ex-girlfriend
Whatever your name is, I'm really not amused
'Cause the things you do are very offensive
And sometimes straight-up rude
All those late night calls and notes on his car
Won't get you anywhere
You can call his mom as much as you want
And he won't really care

So don't, don't keep, keep calling (Keep)
Hanging up the phone (Calling the phone, yeah)
When I answer, I know it
Tears you up inside and (Inside)
Why do you sit in silence (Why do you sit in silence?)
On the other end?
'Til I hang up and you
Predictably call right back again? (And you can keep calling him up)

Ex-girlfriend, you can't have him (Oh, you)
It's about time that you found you a new man (Can't have him)
He's moved on
Don't you know? Don't you know?
You gotta let him go, let him go, let him go (That you've gotta let him go)
Ex-girlfriend, you don't listen (Ex-girlfriend)
Stop trying, he's not gonna give in
He's not yours anymore, don't you know? (Stop trying)
You gotta let him go, let him go, let him go (He's not giving in)

I understand why (I understand why you want him)
You want him back
But you need to know
Our love's too strong
For you to penetrate
It's too late, he's not your baby no more
Ex-girlfriend, ex-girlfriend
(It's time to let him go)
Ex-girlfriend
(Ex-girlfriend, don't listen)
Ex-girlfriend
See, he's not gonna give in

Ex-girlfriend, you can't have him (No)
It's about time that you found you a new man (No)
He's moved on
Don't you know? Don't you know? (He's moved on)
You gotta let him go, let him go, let him go (Don't you know?)
Ex-girlfriend, you don't listen (Ex-girlfriend)
Stop trying, he's not gonna give in
He's not yours anymore, don't you know? (Ah)
You gotta let him go, let him go, let him go (Said you've gotta leave him, I know that hurts)
Ex-girlfriend, you can't have him (Ex-girlfriend)
It's about time that you found you a new man
He's moved on (Don't you know?)
Don't you know? Don't you know?
You gotta let him go, let him go, let him go (You've got to let him go)
Ex-girlfriend, you don't listen (Go)
Stop trying, he's not gonna give in (Go)
He's not yours anymore, don't you know? (Go)
You gotta let him go, let him go, let him go
Ex-girlfriend, you can't have him (Go)
It's about time that you found you a new man (Go)
He's moved on (Go)
Don't you know? Don't you know?
You gotta let him go, let him go, let him go (Go)
Ex-girlfriend, you don't listen (Go)
Stop trying, he's not gonna give in (Go)
He's not yours anymore, don't you know? (Go)
You gotta let him go, let him go, let him go (Go)",success,204278.0,X-Girlfriend,Mariah Carey,https://genius.com/Mariah-carey-x-girlfriend-lyrics
0mXi2IJmb4qDb6aQkCAnHx,simple and clean,ITSOKTOCRY,"Damon
I see a universe inside of your eyes
I see a universe inside of your eyes

When you walk away, you don't hear me say
""Please, oh baby, don't go""
Simple and clean is the way that you're making me feel tonight
It's hard to let it go

You're giving me too many things lately
You're all that I need, oh
You smiled at me and said
""I wanna prove I love you, but does that mean I have to walk on water?""
Baby, when we are older youʼll understand
It is enough when I say things aren't so simple
Hold me, whatever lies beyond this morning is a little later on
Regardless of warnings, the future doesn't scare me at all
Nothing is like before

When you walk away, you don't hear me say
""Please, oh baby, don't go""
Simple and clean is the way that you're making me feel tonight
It's hard to let it go

You're giving me too many things lately
You're all that I need, oh
You smiled at me and said
""I wanna prove I love you, but does that mean I have to walk on water?""
Baby, when we are older youʼll understand
It is enough when I say things aren't so simple
Hold me, whatever lies beyond this morning is a little later on
Regardless of warnings, the future doesn't scare me at all
Nothing is like before

When you walk away, you don't hear me say
""Please, oh baby, don't go""
Simple and clean is the way that you're making me feel tonight
It's hard to let it go

It's hard to let it go
It's hard to let it go
It's hard to let it go",success,5820616.0,​simple and clean,ITSOKTOCRY,https://genius.com/Itsoktocry-simple-and-clean-lyrics
3vuP1ejwWEJTC12rMfxNv7,Let It Go,Luis Oliart,,not_found,,,,
3OprGO12PttF9l10apjf0h,That's Not True,David Wax Museum,,not_found,,,,
3PwZAzJ9NiYojvVC2WyxMX,Park Ave,Katzù Oso,"Close your eyes I’ll take you to
The other side of Park Ave
Where love was never meant to be
And it’s coming down to you or me

Is it in you?
Say that I’m not for you
Did I need you?
Can’t seem to notice what I do
What won’t forget you
How could I love someone like you?
I know you’ll come and go

(Maybe I should leave you there)
I know you’ll come and go
(Maybe I should leave you there, maybe I should leave you there)
I know you’ll come and go
(Maybe I should leave you there)

(Is it in you?)
Say that I’m not for you
(Did I need you?)
Can’t seem to notice what I do
What won’t forget you
How could I love someone like you?
I know you’ll come and go

(Maybe I should leave you there)
I know you’ll come and go
(Maybe I should leave you there, maybe I should leave you there)
I know you’ll come and go
(Maybe I should leave you there)

(And if I take you you'll be mine
This time I’d rather change your mind
Don’t let me fuck it up this time
For us if it means I'll stay behind)",success,5822021.0,Park Ave,Katzù Oso,https://genius.com/Katzu-oso-park-ave-lyrics
207YHH1NajlPMTyP4rMwKz,That's All I Got,Tommy Castro,,not_found,,,,
7DlA9lzt29txwqM6HWiP8n,Old Cheap Sneakers - Studio,Larry Donn & The Killer Possum Band,,not_found,,,,
6nP9A0W9SLKBdOmobrWfaf,What You Said,The Suffers,"What You Said
By The Suffers
I know it’s hard sometimes to tell me how you feel
But if we never try, how will we heal
My mamma told me fighting is healthy if we grow
But if we never try how will we know
It’s not what you said
It’s how you said it
It’s not what you did
It’s how you did it
It’s not what you said
It’s how you said it
It’s not what you did
It’s how you did it
Now I’m not saying
Everything you do is wrong
But sometimes the weight makes it
So hard to carry on
If I said nothing, it would hurt us in the end
So truth I give you, as your lover and your friend
It’s not what you said
It’s how you said it (what you said)
It’s not what you did
It’s how you did it (what you did)
It’s not what you said
It’s how you said it (what you said)
It’s not what you did
It’s how you did it
What you said to me
How you said you me
What you did to me
How you did to me
Ahhhhhhhh
Ahhhhhhhh
Ahhhhhhhh
It’s not what you said
It’s how you said it (what you said)
It’s not what you did
It’s how you did it (what you did)
It’s not what you said
It’s how you said it (what you said, yeah)

What you said to me
How you said to me
What you did to me
How you did to me
Aye
Aye
Aye yeah
Aye
Aye
Aye yeah yeah
Aye
Aye
Aye yeah
Aye
Aye
Come on now yeah
Come on now yeah
Come on now yeah
Come on now yeah
Come on now Doo doo
Come on now yeah
Come on now yeah
Come on now doo doo
Come on now yeah
Come on now yeah
Come on now doo doo
Aye aye aye yeah",success,3684967.0,What You Said,The Suffers,https://genius.com/The-suffers-what-you-said-lyrics
7vBsoKqxvohgLOIBjy5VEY,It's All About You - Remixed & Remastered,Marc Staggers,,not_found,,,,
1VSi5Cxm6eMWO6bqLOWerp,Abeja,Taina Asili y La Banda Rebelde,,not_found,,,,
0GpRko6NhdIEolTa68lD8c,Boomerang,Stone River Boys,,not_found,,,,
