spotify_id,song_name,artist_name,genius_id,genius_title,genius_artist,lyrics,genius_url,extraction_status
5AYTqYsVCLGRZn260BdzhA,Wednesday,Tori Amos,119023.0,Wednesday,Tori Amos,"Nothing here to fear
I'm just sitting around, being foolish
When there is work to be done
Just a hang-up call
And the quiet breathing of our Persian
We call Cajun on a Wednesday

So we go from year to year
With secrets we've been keeping
Though you say you're not a Templar man
Seems as if we're circling
For very different reasons
But one day the eagle has to land

Out past the fountain, I left by the station
I start the day in the usual way
Then think, ""Well why not?"" and stop for a coffee
Then begin to recall things that you say

No one's at the door
You suggest a ghost, perhaps a phantom
I agree with this in part
Something is with us
I can't put my finger on... is Thumbelina size 10
On a Wednesday?

So we go from year to year
With secrets we've been keeping
Though you say you're not a Templar man
You tell me to cheer up
You suspect we're oddly even
Even, still the eagle has to land

Out past the fountain, I left by the station
I start the day in the usual way
Then think, ""Well why not?"" and stop for a coffee
Then begin to recall things that you say
Pluck up the courage and snap, it's gone again
I start humming ""When Doves Cry""
Can someone help me I think that I'm lost here
Lost in a place called America",https://genius.com/Tori-amos-wednesday-lyrics,success
23x2sdNqlVYtl5gWGyNFde,strange,Tori Amos,119026.0,Strange,Tori Amos,"Strange, thought I knew you well
Thought I had read the sky
Thought I had read a change in your eyes
So strange, woke up to a world
That I am not a part
Except when I can play it’s stranger

After all, what were you really looking for?
And I wonder when will I learn
Blue isn’t red, everybody knows this
And I wonder when will I learn, when will I learn

Guess I was in deeper than I thought I was
If I have enough love for the both of us

“Just stay,” you said, “We’ll build a nest”
So I left my life
Tried on your friends, tried on your opinions
So when the bridges froze and you
Did not come home
I put our snowflake under a microscope

After all, what was I really looking for?
And I wonder when will I learn
Maybe my wish knew better than I did
And I wonder when will I learn, when will I learn

Guess I was in deeper than I thought I was
If I have enough love for the both of us

So strange, now I’m finally in
The party has begun
It’s not like I can’t feel you still
But strange, what I will leave behind
You call me one more time
But now I must be leaving",https://genius.com/Tori-amos-strange-lyrics,success
5lRtnfrCah6ntObtZLbZTU,Carbon,Tori Amos,119027.0,Carbon,Tori Amos,"Carbon made, found her at the end of a chain
""Time to race"", she said, ""race the downhill""
Behind crystalline irises loons can dive
Where the world bleeds white

Just keep your eyes on her
Keep, don't look away
Keep, your eyes on
Her horizon

Bear Claw, free fall, a gunner's view
Black and blue, shred in ribbons of lithium
Blow by blow, her mind cut in sheets
Layers deep, now unravelling

Just keep your eyes on her
Keep, don't look away
Keep, your eyes on
Her horizon

Get me Neil on the line, no, I can't hold
Have him read ""Snow Glass Apples"" where nothing is what it seems
""Little Sis, you must crack this,"" he says to me, ""You must go in again
Carbon made only wants to be unmade""
Blade to ice, it's double diamond time

And keep your eyes on her
Keep, don't look away
Keep, your eyes on
Her horizon

On her eyes
On her horizon",https://genius.com/Tori-amos-carbon-lyrics,success
6SlnEnfXXRN56646HSFcO5,Crazy,Tori Amos,119030.0,Crazy,Tori Amos,"Not saying not charmed at all
Not saying that you weren't worth the fall
But I was alone when I knew it was real
Down the canyon when I knew I had come

To the line, through the dawn, to the light
To the turn when you said you could drive all night
Drive all night

So I let Crazy take a spin
Then I let Crazy settle in
Kicked off my shoes, shut reason out
He said, ""First let's just unzip your religion down""

Found that I, I craved it all
Saw me melt into your
Native shelter where you carved my name
Paper tigers scare me and came

Alive, through the dawn, to the light
To the turn when you said you could drive all night
Drive all night

So I let Crazy take a spin
Then I let Crazy settle in
Kicked off my shoes, shut reason out
He said, ""First let's just unzip your religion down""
So I let Crazy pull me in
Then I let Crazy take his spin
Kicked off my shoes, shut reason out
He said, ""First let's just unzip your religion down
Heard that you were once temptation's girl""

And as soon as you have rearranged
The mess in your head
He will show up looking sane
Perfectly sane, if I know Crazy",https://genius.com/Tori-amos-crazy-lyrics,success
76zFGcQrel57hYKVLseQDN,wampum prayer,Tori Amos,119031.0,Wampum Prayer,Tori Amos,"In our hand an old, old, old thread
Trail of Blood and Amens
Greed is the gift for the sons of the sons
Hear this prayer of the Wampum
This is the tie that will bind us",https://genius.com/Tori-amos-wampum-prayer-lyrics,success
78ooTgHdUvkvmKqm5bw293,don't make me come to Vegas,Tori Amos,119032.0,Don’t Make Me Come to Vegas,Tori Amos,"Don’t make me come to Vegas
Don’t make me pull you out of his bed
I am vigilant
That it will not be you on the menu
He’s serving up for his friends

Don’t make me come to Vegas
Don’t make me pull him out of your head
Athena will attest
That it could be done and it has been done
And I think that I am up to it

And the jacaranda tree, she's telling me of the trouble you’re in
Just by the way she bends
Remember dancing and wondering as you were swaying
What kind of woman you’d be
“What will be, will be”
Over my dead body

Slip through your hand (Slip through your hand)
Again and again (Again)

My old flame was a Jester and a joker
And a dealer of men
They called him the prince
Prince of Black Jacks and of women
And of anything that slipped into his hands

“And the ranches and the mustangs”
And the way you said, ""You can have all this
Except for me
You see, Lady Luck is my mistress
And you’ll have to play second to her wish”

And the Jacaranda tree is telling me it’s not over yet
Just by the way she bends
“If you come breezing through,”you said “I’ll know that it’s you by the taste on my lips
Bet on the desert’s kiss”
I could slip through your net
“Over my dead body”

Slip through your hand (Slip through your hand)
Again and again
Slip through your hand (Slip through your hand)
Again and again (Again)

Don’t make me come to Vegas
Don’t make me come to Vegas
Don’t make me come to Vegas
Hmm",https://genius.com/Tori-amos-dont-make-me-come-to-vegas-lyrics,success
5uvY2yM4HMKdwijMCPrd4x,Sweet Sangria,Tori Amos,119034.0,Sweet Sangria,Tori Amos,"I know you know every desperado and sharpshooter in the West
You say that I can't see behind the mask
Of those who call themselves the good guys in this who take and take
""So are you with me or not?"" you say, ""This time decide""

Balmy days, sweet Sangria
She's been gone, have you seen her?
Señorita shyly turning away
Leaving me our fading flame

Yeah, you think about that
What you believe in
It matters now to you and me
What you believe in, I'm taking in
I said I'm taking in what you believe in
It matters now to you and me

Before sundown, the Mexicans leave San Antone
The car will then drop him at the border, the breaking point
I know your people have suffered time and time again
But what about, I ask you now, the innocents on both sides?

Balmy days, sweet Sangria
She's been gone, have you seen her?
Señorita shyly turning away
Leaving me our fading flame

Yeah, you think about that
What you believe in
It matters now to you and me
What you believe in, 'cause I'm taking in
I said I'm taking in what you believe in
It matters now to you and me

So give me, give me, give me a no window, I ask you
Give me, give me, give me a bloodless road
Tell me, tell me, tell me
Why does, does someone have to, have to, have to lose?",https://genius.com/Tori-amos-sweet-sangria-lyrics,success
5qGqSVrQC55BPAKhJj5Ftv,Your Cloud,Tori Amos,119035.0,Your Cloud,Tori Amos,"Where the river cross, crosses the lake
Where the words jump off my pen and into your pages
Do you think, just like that, you can divide this?
You as yours, me as mine, to before we were us

If the rain has to separate
From itself, does it say
""Pick out your cloud?""
Pick out your cloud

If there is a horizontal line
Stay right here
That runs from the map of your body
I'm gonna stay with you
Straight through the land, shooting up
Stay right here
Right through my heart
Will this horizontal line
I'm gonna stay with you
When asked, know how to find
I'm gonna stay right here
Where you end, where I begin
Pick out your cloud

How light can play and form a ring
I found, I found, I found a thrill
Of rain that can change bows into arrows?
I found, I found, I found a thrill
Who we were, isn't lost before we were us
Indigo is his own, blue always knew this

If the rain has to separate
From itself, does it say
""Pick out your cloud?""
Pick out your cloud

If there is a horizontal line
Stay right here
That runs from the map of your body
I'm gonna stay with you
Straight through the land, shooting up
Stay right here
Right through my heart
Will this horizontal line
I'm gonna stay with you
When asked, know how to find
I'm gonna stay right here
Where you end, where I begin
Pick out your cloud

If the rain has to separate
From itself, does it say
""Pick out your cloud?""",https://genius.com/Tori-amos-your-cloud-lyrics,success
3UkYhZrL4RrjQbxxth6uQ0,Pancake,Tori Amos,119038.0,Pancake,Tori Amos,"I’m not sure who’s fooling who here
As I’m watching your decay
We both know you could deflate
A 7 hurricane
Seems like you and your tribe
Decided you’d rewrite the law
Segregate the mind
From body, from soul

You give me yours, I’ll give you mine
'Cause I can look your God
Right in the eye
You give me yours, I’ll give you mine
You used to look my God
Right in the eye

I believe in defending
In what we once stood for
It seems in vogue
To be a closet misogynist homophobe
A change of course in our direction
A dash of truth spread thinly
Like a flag on a popstar
On a Benzodiazepine

You give me yours, I’ll give you mine
'Cause I can look your God
Right in the eye
You give me yours, I’ll give you mine
You used to look my God
Right in the eye

Oh, Zion please
Remove your glove
And dispel every trace
Of His spoken word
That has lodged
In my vortex

I’m not sure who’s fooling who here
As I’m watching your decay
We both know you could deflate
A 7 hurricane
You could have spared her, oh, but no
Messiahs need people dying in their name
You could have spared her, oh, but no
Messiahs need people dying in their name

You say, “I ordered you a pancake”
You say, “I ordered you a pancake”",https://genius.com/Tori-amos-pancake-lyrics,success
0AByf8LXqfnKa1UW7kbxsr,I Can't See New York,Tori Amos,119041.0,I Can’t See New York,Tori Amos,"From here, no lines are drawn
From here, no lands are owned
13,000 and holding
Swallowed in the purring of her engines
Tracking the beacon here
""Is there a signal there
On the other side?
On the other side?
What do you mean 'side of what things'?""

And you said
And you did
And you said
You would find me here
And you said
You would find me even in death
And you said
And you said
You'd find me

But I can't see New York
As I'm circling down
Through white cloud
Falling out and
I know his lips are warm
But I can't seem to find
My way out, my way out
I can't see New York
As I'm circling down
Through white cloud
Falling out and
I know his lips are warm
But I can't seem to find
My way out, my way out
Of this hunting ground

From here
Crystal meth in metres of millions
In the end all we have, soul blueprint
And did we get lost in it?
Do we conduct a search for this?
""From the other side
From the other side
What do they mean 'side of what things'?""

And you said
And you did
And you said
You would find me here
And you said
You would find me even in death
And you said
And you said
You'd find me

But I can't see New York
As I'm circling down
Through white cloud
Falling out and
I know his lips are warm
But I can't seem to find
My way out, my way out
I can't see New York
As I'm circling down
Through white cloud
Falling out and
I know your lips are warm
But I can't seem to find
My way out, my way out
Of your hunting ground

You again
It's you again
I can't see, I can't see New York
I can't see, I can't see New York
From the other side
I hum from the other side",https://genius.com/Tori-amos-i-cant-see-new-york-lyrics,success
1ymMLSCjjk9tuVC0ZhfmBh,mrs. jesus,Tori Amos,119044.0,Mrs. Jesus,Tori Amos,"Life lines and suicide crimes
He found me in a state
Grabbed my purse and hitched a ride with a Mrs. Jesus
""How you been?""
I've been cruising a good invention
But in some ways I don't think it, it gets any easier

Your walking on the water bit
By far my favourite one
But now it seems we're drowning
In a drop of water, love

And even as I'm climbing up
The stairs I know there's heaven there
And then empty arms
That comes with the morning star

Well, made my bed of cut roses by understanding
That the cause, it just comes first with my Mrs. Jesus
The Gospel changes meaning if you follow John or Paul
And could you ever let it be the Mary of it all?

And even as I'm climbing up
The stairs I know there's heaven there
And then empty arms
That comes with the morning star

Well, lifelines and suicide crimes
There's something every day
And there's someone
Always paging my Mrs. Jesus

Your walking on the water bit
By far my favourite one
But now it seems we're drowning
In a drop of water, love

And even as I'm climbing up
The stairs I know there's heaven there
And then empty arms
That comes with the morning star

So if you get the Jones at the crossroad
The personals are great
If you're my way, let me love you, Mrs. Jesus",https://genius.com/Tori-amos-mrs-jesus-lyrics,success
5p8pLI3XwrwiIdxdw2Rlgd,Taxi Ride,Tori Amos,119046.0,Taxi Ride,Tori Amos,"Lily is dancing on the table
We've all been pushed too far
I guess on days like this
You know who your friends are
Just another dead fag to you
That's all
Just another light missing
On a long taxi ride, taxi ride
And I'm down to your last cigarette and
This ""We are one"" crap as you're invading
This thing you call love, she smiles way too much

But I'm glad you're on my side
Sure I'm glad you're on my side still

You think you deserve a trust fund
Just because you want one
Sure you talk the talk when you need to, I fear
The whole world is starting to believe you
Just another dead fag to you
That's all
Just another light missing
In a long taxi line, taxi line
I'm down to your last cigarette and
This ""We are one"" crap as you're invading
This thing you call love, she smiles way too much

But I'm glad you're on my side
Sure I'm glad you're on my side still

Lily is dancing on the table (Lily is dancing on the air)
We've all been pushed too far today
Even a glamorous bitch can be in need
This is where you know the honey from the killer bees

I'm glad you're on my side
Sure I'm glad you're on my side
Sure I'm glad you're on my side still

Got a long taxi ride
Got a long taxi ride",https://genius.com/Tori-amos-taxi-ride-lyrics,success
2tu3GBzpVQfD8gtYsIm2o5,Another Girl's Paradise,Tori Amos,119048.0,Another Girl’s Paradise,Tori Amos,"You caught me lingering in another girl's paradise
The way she paints the world, I want that in my life
Emeralds, you should know, are renting in her meadow
With a stroke, beauty lives - how could I resist?
You are desire

When it all is said, said and done
Who can love you and still be standing?
There's Mary calling up a storm
Can I take from you and not keep taking?
Naked as day, Gemma follows him
Does it all come down
To the thing one girl fears in the night
Is another girl's paradise

Through twists and turns, Jasmine foxed me in her grove
Arms filled with honey-bells, St. Michaels Sanford Bloods
You have come to discover what you want
What I want is not to want what isn't mine
But I am desire

When it all is said, said and done
Who can love you and still be standing?
There's Mary calling up a storm
Can I take from you and not keep taking?
Naked as day, Gemma follows him
Does it all come down
To the thing one girl fears in the night
Is another girl's paradise

And I know you keep telling me
Does it all come down
To the thing one girl fears in the night
Is another girl, is another girl, is another girl's paradise",https://genius.com/Tori-amos-another-girls-paradise-lyrics,success
4lDMOr82Ks0qcXSe9hp4f0,Scarlet's Walk,Tori Amos,119049.0,Scarlet’s Walk,Tori Amos,"Leaving Terra
Leaving Terra
Leaving Terra

If you're a thought
You will want me to think you
And I did
Invited a guest
Up until you announced that
You had moved in

""What do you plan to do with all your freedom?""
The new sheriff said, quite proud of his badge
""You must admit the land is now in good hands""
Yes, time will tell that, you just lift your lamp

I will follow her on her path
Scarlet's walk through the violets
Just tell your gods for me:
All debts are off this year
They're free to leave
Yes, they're free to leave

Leaving Terra
Leaving Terra

There was a time
When I thought that her destiny
Should've been mine
Big brave nation
But instead her medicine
Now forgotten

""What do you plan to do with all your stories?""
The new sheriff said, quite proud of his badge
We're weaving through, every rocket's red glare
And huddled masses, you just lift your lamp

I will follow her on her path
Scarlet's walk through the violets
Just tell your gods for me:
All debts are off this year
They're free to leave
Yes, they're free to leave

Leaving Terra
Leaving Terra

If you're a thought
You will want me to think you
And I did
And I did",https://genius.com/Tori-amos-scarlets-walk-lyrics,success
1MjpQ68nD7GhX2GusCyPD5,Virginia,Tori Amos,119050.0,Virginia,Tori Amos,"In the lush Virginia hills
They kept her as long as they could
'Cause they knew when the white brother found
White shell beads wrapped around her
Skin - a life-giving river
Her body open, as will his hand
With a ""goodbye"" there she goes

She may betray all she loves
And even wait for their savior to come
And in some things, maybe he'll be right
But, as always, the thing that he loves
He will change from her
Sunwise to clockwise to soul trading
Still she'll lay down her body
Covering him all the same

So hundreds of years go by
The red road carved up by sharp knife
She's a girl out working her trade
And she loses a little each day
To ghetto pimps and presidents
Who try and arouse her turquoise serpents
She can't recall what they represent
And when you ask, she won't know

She will betray all she loves
And even wait for their Savior to come
And in some things, maybe he'll be right
But, as always, the thing that he loves
He will change from her
Sunwise to clockwise to soul trading
Still she'll lay down her body
Covering him all the same

Oh, Virginia
Do you remember?
You won't, even you, Virginia
When the land held your hand
You won't, even you
When the land held your hand
Oh, Virginia, you won't
She will let you back in
Even you
Do you remember?
Oh, Virginia
You can't remember your name",https://genius.com/Tori-amos-virginia-lyrics,success
0UxGJ0eyqOdcPrOWCNJtmp,Gold Dust,Tori Amos,119051.0,Gold Dust,Tori Amos,"Sights and sounds
Pull me back down another year
I was here
I was here

Whipping past the reflecting pool
Me and you skipping school
And we make it up as we go along
We make it up as we go along

You said you raced from Langley
Pulling me underneath a cherry blossom canopy
Do I have? Of course I have beneath my raincoat
I have your photographs

And the sun on your face
I'm freezing that frame

And somewhere Alfie cries
And says, ""Enjoy his every smile
You can see in the dark
Through the eyes of Laura Mars""
""How did it go so fast?""
You'll say as we are looking back
And then we'll understand
We held gold dust in our hands

Sights and sounds
Pull me back down another year
I was here
I was here

Gaslights glow in the street
Flickering past
Twilight held us in her palm
As we walked along
And we make it up as we go along
We make it up as we go along

Letting names hang in the air
What colour hair?
Autumn knowingly stared
Auburn crimson

And the day that she came
I'm freezing that frame
I'm freezing that frame

And somewhere Alfie smiles
And says, ""Enjoy her every cry
You can see in the dark
Through the eyes of Laura Mars""
""How did it go so fast?""
You'll say as we are looking back
And then we'll understand
We held gold dust in our hands
In our hands",https://genius.com/Tori-amos-gold-dust-lyrics,success
6RovFMOG0avksTizHRlbUi,Rosaryville,Kate Campbell,1753980.0,Rosaryville,Kate Campbell,"I feel a beating drum in my bones
And I know it's calling me to go
Where the Spanish moss drapes the trees
And the bayou whispers to let it be
Come on, let's go
Down the road to Rosaryville
Who knows what we will find
We won't need much
On the road to Rosaryville
We can leave the world behind
It's not easy marching out of time
When other voices tell you stay in line
Some will say it's only wasted dreams
But they've never tasted wine so sweet
I see the big iron gates open wide
Follow your heart with me we'll take a ride",https://genius.com/Kate-campbell-rosaryville-lyrics,success
1PnJ0wTwdDQ2oTMlhLg3Ab,Porcelain Blue,Kate Campbell,1017902.0,Porcelain Blue,Kate Campbell,"She is standing in the garden silently astute
Waiting for the sun to come and kiss away the dew
How can she be so translucent from my window view
I can see her heart clear through in porcelain blue
You can find me in the city where the music grooves
Surrounded by a misty brew of magic and voodoo
Lying in my bed in the sultry afternoon
I can hear those saints go marching through in porcelain blue
I will follow in that number
And I hope to meet you there
Blessed Mary please don't slumber
Pray for us who need your care
Staring at this vase searching for my muse
If lovers die together are they forever fused
I've heard love's eternal and I wonder if it's true
Underneath this crescent city moon in porcelain blue",https://genius.com/Kate-campbell-porcelain-blue-lyrics,success
4xSxXbvS2ImooFqVW0sM2Y,Rosa's Coronas,Kate Campbell,1671816.0,Rosa’s Coronas,Kate Campbell,"Como estas? My name is Rosa and like my mother before me
Everyday I roll cigars and they're the finest in the world
To pass the time the reader reads about the violence in America
And I pray for my daughter and her baby girl
Late one night they took a boat ninety miles from Havana
To escape the only life I've ever known
She could have been just like me, a well-respected working woman
Who believes in her country and her home
And I wonder as I roll where will each one go
Will they land in the hands of kings and presidents
It's an art, it's a skill, and some would even kill
Just for one of Rosa's coronas
It's everywhere in the news that John Paul is on his way
And for years I've longed to see the Holy Father's parade
We've been told not to go or production falls behind
But I know the quota won't be made that day",https://genius.com/Kate-campbell-rosas-coronas-lyrics,success
2w5gwaI27Ek8fSCQdFiDNC,In My Mother's House,Kate Campbell,1407705.0,In My Mother’s House,Kate Campbell,"Photographs and old forty-fives
Stowed beneath a homecoming gown
Pictures of me at sweet sixteen
But everything's not as it seems
In my mother's house
When I go home for holidays
There's so much to talk about
And sometimes we disagree
On politics and theology
In my mother's house
The chimes in the hall sound every hour
The sun and moon go 'round
Time flies by and fades like the flower
And I can't slow it down
I spend my days with music and words
Playing these songs from town to town
And everyone sees what they want to see
But I'm just the girl who used to sing
In my mother's house
I am a prodigal daughter
But in my wandering I have found
There is a wideness in mercy
And there'll always be a place for me
In my mother's house",https://genius.com/Kate-campbell-in-my-mothers-house-lyrics,success
