id,name,album,album_id,artists,artist_ids,track_number,disc_number,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,year,release_date,cluster
1Q095BtvzmefTRXbhOE0Jn,Jomo,Martin Rev,10hTeAJHlOaW2nCaXZYmDc,['Martin Rev'],['4zDG2kkm3SmF383uO3Hgo8'],5,1,False,0.187,0.499,9,-12.315,1,0.0624,0.000301,0.928,0.253,0.0305,159.086,280893,4.0,2002,2002-10-08,4
7Kwmac3lkTQ8tPyAVQ0L8G,A Sorta Fairytale,Scarlet's Walk,5JnLg2nd43M3NS4NfVrIdQ,['Tori Amos'],['1KsASRNugxU85T0u6zSg32'],2,1,False,0.605,0.4629999999999999,5,-9.805,0,0.0433,0.6829999999999999,0.0206,0.091,0.888,153.072,328600,4.0,2002,2002-10-28,6
382zGDGUbJK1SMzXK3xucw,To The Teeth (Shootout Remix),Swing Set,16707paUqnfatdD8OwN3Dc,['Ani DiFranco'],['0AiTwNtYX8m4uhfU7rJ8RD'],3,1,False,0.72,0.39,11,-18.506,0,0.114,0.182,0.175,0.218,0.356,159.55200000000005,372293,4.0,2000,2000-07-11,6
3ESOHGGy5iudYxsKos0Nmm,Going Down,The Complete Stone Roses,2X30YPHjEbDLtxwsHnUabT,['The Stone Roses'],['1lYT0A0LV5DUfxr6doRP3d'],10,1,False,0.541,0.593,2,-14.583,1,0.0286,0.144,0.1369999999999999,0.142,0.6729999999999999,122.049,166240,4.0,1995,1995-05-15,1
1MHmBtjrjcdBgyNcX9jilp,Scrimdust,Psychosis,4Gc1EWUBmRkqmf7MwC4aUd,['Reflected Illusions'],['0tQMeEhOqVRQBmOXCVmxyo'],2,1,False,0.6759999999999999,0.823,10,-13.884,1,0.0559,0.0685,0.8809999999999999,0.245,0.753,141.999,205000,4.0,2007,2007-09-14,4
5UMTzSiB8mMu9vuo2PZkhd,Miss DJ,Do It for Love,4evw6IBex3N8x1oA2axMTH,['Daryl Hall & John Oates'],['77tT1kLj6mCWtFNqiOmP9H'],8,1,False,0.679,0.8909999999999999,10,-3.531,1,0.0339,0.0953,0.0,0.155,0.965,102.992,229213,4.0,2018,2018-04-10,1
6PRz90nnBoSUi5Ch1zFI9W,Tenderness On The Block,Fat City,6A9VRoIhp6OkoPp0goFZcs,['Shawn Colvin'],['0K7VN4aHxHcEb7PqkfoIVA'],3,1,False,0.723,0.494,5,-11.724,1,0.0493,0.153,0.0,0.0711,0.583,97.521,304560,4.0,1992,1992-10-27,1
3UFvNW7ExBy8DaQH4Cn6Fb,El Rauncho Grundge',El Rauncho Grundge,4QJ2Ud0wIsaG4oWGURJbyX,['Too Slim and the Taildraggers'],['7CSwswyyJWwaxmOeCkzZQe'],5,1,False,0.514,0.978,11,-7.165,1,0.0409999999999999,5.09e-05,0.789,0.0891,0.7490000000000001,132.001,289533,4.0,1992,1992,4
561UU4MvlsCenN1x7leYCh,Life's Too Short,Do It for Love,4evw6IBex3N8x1oA2axMTH,['Daryl Hall & John Oates'],['77tT1kLj6mCWtFNqiOmP9H'],5,1,False,0.833,0.805,0,-4.553999999999999,1,0.0347,0.076,0.0136,0.0731,0.974,116.013,209960,4.0,2018,2018-04-10,1
4llunZfVXv3NvUzXVB3VVL,Maria,The Battle Of Los Angeles,2eia0myWFgoHuttJytCxgX,['Rage Against The Machine'],['2d0hyoQ5ynDBnkvAbJKORj'],8,1,False,0.2769999999999999,0.873,11,-6.5710000000000015,0,0.0883,0.00694,5.400000000000001e-05,0.188,0.618,172.84799999999996,228093,4.0,1999,1999-11-02,6
2RhZvAT7v5lRTYep9KGFsk,Change Of Heart,Greatest Hits,5bssaJTxjs8S0dpc9GzFDj,['The Judds'],['7MSTO40bsb3DOJQT6xLsIc'],7,1,False,0.436,0.166,10,-15.199000000000002,1,0.0394,0.742,0.0,0.103,0.273,81.137,213467,3.0,1988,1988-08-02,0
6x7c49NEWt9cM9nHiSntQd,Swing (Radio Edit),Swing Set,16707paUqnfatdD8OwN3Dc,['Ani DiFranco'],['0AiTwNtYX8m4uhfU7rJ8RD'],1,1,False,0.8340000000000001,0.596,10,-9.673,0,0.178,0.446,1.36e-05,0.0656,0.632,91.819,237187,4.0,2000,2000-07-11,6
7xGWDXdFKvsapcORfJuloO,Your Game,Fridays Child,0eaPZK3nTV2Ei075j2t6Na,['Will Young'],['2U6gqwyl9F33YxawnFrZG7'],2,1,False,0.741,0.632,11,-7.837999999999999,0,0.0431,0.077,0.0,0.0334,0.593,92.987,250000,4.0,2003,2003-12-01,6
6eP6oFMyVwx6HZuCtpWyPz,Fixing Her Hair,Imperfectly,6yIQT5AvjFQ0kRo3RxBN6n,['Ani DiFranco'],['0AiTwNtYX8m4uhfU7rJ8RD'],2,1,False,0.515,0.166,7,-16.942999999999998,1,0.0428,0.925,2.6e-05,0.0836,0.142,106.937,285227,4.0,1992,1992-06-19,2
4FnZjiy1T8BLu05ya2A9q0,Disillusion - Blue States Mix,Disillusion,28GxeRP74uhZxTewnIZuyd,"['Badly Drawn Boy', 'Blue States']","['244fcyNSuyhbRlMGfMbYrO', '2wlTl7AyP0icYtAsmPylw6']",2,1,False,0.574,0.762,5,-5.7620000000000005,1,0.0588,0.628,0.000475,0.0971,0.7929999999999999,87.554,182867,4.0,2000,2000,1
1R5EBIwBir84uQDCZR4iEW,Going Once,To The Teeth,2gH0pLuQAJm9eWxIM87lSy,['Ani DiFranco'],['0AiTwNtYX8m4uhfU7rJ8RD'],5,1,False,0.471,0.444,0,-9.892,0,0.0708,0.6990000000000001,0.000123,0.195,0.281,140.437,333000,4.0,1999,1999-11-16,2
4ZhtIgZ3rIXQnjdDns3I7v,To the Teeth,To The Teeth,2gH0pLuQAJm9eWxIM87lSy,['Ani DiFranco'],['0AiTwNtYX8m4uhfU7rJ8RD'],1,1,False,0.493,0.226,2,-12.985,1,0.0389,0.6759999999999999,0.00255,0.121,0.209,112.313,462600,3.0,1999,1999-11-16,0
0iB8WyABrR8lupR6n9x7jQ,Just A Memory,"Perhaps, I Suppose",0mKXj9hXclmhvassTP0LCw,['Rufio'],['0HjoyITAvSVktTCjXUa40Q'],7,1,False,0.316,0.943,6,-5.147,0,0.103,5.44e-05,0.0669,0.359,0.735,138.194,153733,4.0,2001,2001,6
6WhKbNnIZqt2uV3zrgL0LE,Ain't Nothing To Me,Still Alive And Well,028UyLRMn9HnuTvRaWAVTF,['Johnny Winter'],['2ODUxmFxJSyvGiimNhMHbO'],7,1,False,0.653,0.4479999999999999,7,-10.736,1,0.0338,0.424,0.00618,0.085,0.6809999999999999,122.669,185573,4.0,1973,1973,1
1325yD8R15P8RbBseaWtUJ,Tears,"Perhaps, I Suppose",0mKXj9hXclmhvassTP0LCw,['Rufio'],['0HjoyITAvSVktTCjXUa40Q'],13,1,False,0.426,0.818,7,-4.791,0,0.0381,0.000325,0.000181,0.233,0.311,110.254,183427,3.0,2001,2001,0
09lkq3oIEGwLl0BtgGtRcv,Buildings and Bridges,Out Of Range,53uQL3mss1tsv4NAIs4gwc,['Ani DiFranco'],['0AiTwNtYX8m4uhfU7rJ8RD'],1,1,False,0.655,0.462,10,-14.086,1,0.037,0.688,0.000137,0.11,0.645,94.935,245333,4.0,1994,1994-03-01,2
2ewBXoVbhc7mUgnP7eNsId,Cheap Tequila,Still Alive And Well,028UyLRMn9HnuTvRaWAVTF,['Johnny Winter'],['2ODUxmFxJSyvGiimNhMHbO'],3,1,False,0.512,0.688,2,-8.555,1,0.0354,0.389,0.000164,0.102,0.588,132.985,244867,4.0,1973,1973,1
1FwfvnICvZx7PGWqkOLttq,Rooftop,Small Planes,1iyTLD4EXY7G9gHYb7MZRQ,['The Innocence Mission'],['4VcTmgGKGuJn56Ac2zNhiH'],1,1,False,0.325,0.303,0,-10.069,1,0.0294,0.428,0.000336,0.108,0.312,171.733,117027,3.0,2001,2001-09-25,0
2rf9en2Ag0xnOrBK9J3Aaj,End,The Jesus Experience,1XC4UMt4DU5SyArX2xWozu,['Bride'],['3G7qoMSLvu9Pmb0xGtf9fl'],3,1,False,0.352,0.8220000000000001,8,-5.797999999999999,1,0.0468,0.00426,0.000327,0.51,0.3989999999999999,165.854,256120,4.0,1997,1997-01-01,5
6czdD7zCMyzUyQob6R6MVn,Temptation,Martin Rev,10hTeAJHlOaW2nCaXZYmDc,['Martin Rev'],['4zDG2kkm3SmF383uO3Hgo8'],4,1,False,0.435,0.745,11,-9.812,0,0.0347,0.00912,0.909,0.5379999999999999,0.1159999999999999,145.23,438533,3.0,2002,2002-10-08,4
1CTTXciW8vvCUd2AJZjp95,When a Woman Loves a Man,Turnaround,7cAUnQdYOGT2q0OPiBgTWO,['Westlife'],['5Z1CCuBsyhEHngq3U5IraY'],5,1,False,0.436,0.5,5,-7.48,1,0.027,0.139,0.0,0.347,0.32,141.856,217787,4.0,2003,2003-11-24,1
4ifGkOIs51UGoWIDhJvaQg,Have Mercy,Greatest Hits,5bssaJTxjs8S0dpc9GzFDj,['The Judds'],['7MSTO40bsb3DOJQT6xLsIc'],8,1,False,0.858,0.66,2,-7.9529999999999985,1,0.0289999999999999,0.231,0.0,0.1889999999999999,0.933,123.299,203733,4.0,1988,1988-08-02,1
4d8af7oBQoHX4h4t3ULhhN,Joyful Girl (Live with the Buffalo Philharmonic Orchestra),More Joy Less Shame,4ysiLjQwyLg4rw3aIv0flv,['Ani DiFranco'],['0AiTwNtYX8m4uhfU7rJ8RD'],4,1,False,0.48,0.204,10,-15.349,1,0.026,0.904,0.0815,0.126,0.264,87.977,363827,4.0,1996,1996-11-01,2
7ocOvnGzCec0Y0Z5ui93es,After the Phone Call,We Apologise For Any Inconvenience,0duwYYWvmZm8cSQRe5u0RD,['Zorras'],['7pzMfr6cKMht2pNA6mhomU'],11,1,False,0.703,0.4679999999999999,10,-12.289,0,0.7390000000000001,0.0308,1.06e-05,0.0457,0.178,131.971,106867,4.0,2010,2010-03-01,3
5uvY2yM4HMKdwijMCPrd4x,Sweet Sangria,Scarlet's Walk,5JnLg2nd43M3NS4NfVrIdQ,['Tori Amos'],['1KsASRNugxU85T0u6zSg32'],9,1,False,0.6779999999999999,0.49,0,-10.468,1,0.0361,0.672,0.000643,0.188,0.685,134.97799999999998,241693,4.0,2002,2002-10-28,2
4oJaJtzdlvzHzXPKGX6vjd,Same Old Story,Live Under the Red Moon,49IfAdGx0aRX0N7QSUaNsM,['The Call'],['2bSugToVO8DavocRulW3Yj'],7,1,False,0.31,0.939,7,-7.145,1,0.108,0.0339,0.00122,0.903,0.563,134.19799999999998,232673,4.0,2000,2000-01-01,5
2s1h2YjofY5OjQw960N3KI,Imperfectly,Imperfectly,6yIQT5AvjFQ0kRo3RxBN6n,['Ani DiFranco'],['0AiTwNtYX8m4uhfU7rJ8RD'],13,1,False,0.491,0.413,8,-14.049,1,0.0495,0.5670000000000001,1.77e-05,0.36,0.391,93.953,225440,5.0,1992,1992-06-19,2
1gZcLFr0BlmKFo45WvNhxr,You Were Right - Live From Glastonbury 2002,You Were Right,1wQIQuZGvVvfS4UB63ftVc,['Badly Drawn Boy'],['244fcyNSuyhbRlMGfMbYrO'],3,1,False,0.449,0.56,2,-8.058,1,0.0293,0.934,0.0677,0.986,0.39,133.834,333627,4.0,2002,2002-10-07,5
6NAfJEV3iWiGiDDU7egqPf,Too Much Seconal,Still Alive And Well,028UyLRMn9HnuTvRaWAVTF,['Johnny Winter'],['2ODUxmFxJSyvGiimNhMHbO'],9,1,False,0.616,0.5429999999999999,0,-11.565,1,0.0486,0.3289999999999999,0.000129,0.412,0.7959999999999999,107.69,262000,4.0,1973,1973,1
2qxWOpejOG5sE6qmC9v9ER,I Have Loved You,Small Planes,1iyTLD4EXY7G9gHYb7MZRQ,['The Innocence Mission'],['4VcTmgGKGuJn56Ac2zNhiH'],11,1,False,0.561,0.1159999999999999,11,-14.612,1,0.0528,0.848,0.0,0.0751,0.35,123.225,189413,4.0,2001,2001-09-25,2
3pDB3fUF7eVbNYb17Gqt4R,Hey Whatever,Turnaround,7cAUnQdYOGT2q0OPiBgTWO,['Westlife'],['5Z1CCuBsyhEHngq3U5IraY'],2,1,False,0.594,0.873,4,-3.825,1,0.0412,0.0635,0.0,0.122,0.621,77.01899999999998,209053,4.0,2003,2003-11-24,1
0YSYfKMk0JBl7mmWzSsfPe,Swing (Album Version),Swing Set,16707paUqnfatdD8OwN3Dc,['Ani DiFranco'],['0AiTwNtYX8m4uhfU7rJ8RD'],2,1,False,0.843,0.693,10,-8.849,0,0.15,0.475,3.5700000000000014e-05,0.0972,0.5379999999999999,91.804,373067,4.0,2000,2000-07-11,6
5hnPI9JhCQpiZ0mPSEGHpM,Talking All Night,Ooh Yeah!,4EEyCnj2fZu1eInXpLfZZW,['Daryl Hall & John Oates'],['77tT1kLj6mCWtFNqiOmP9H'],5,1,False,0.745,0.787,1,-6.327999999999999,1,0.0451,0.2189999999999999,0.00011,0.091,0.902,120.925,274400,4.0,1988,1988-07-27,1
3Uo0OJbxUbHrMBnxS6e4Yp,Out of Range (Acoustic),Out Of Range,53uQL3mss1tsv4NAIs4gwc,['Ani DiFranco'],['0AiTwNtYX8m4uhfU7rJ8RD'],2,1,False,0.546,0.4270000000000001,2,-14.073,0,0.0707,0.628,2.37e-06,0.18,0.911,137.982,226333,4.0,1994,1994-03-01,6
4FKggErzionSD7MdrEJPf2,Give,New Life Faded,1xNWaXNMS8798hlEBxdVjL,['Death & Desire'],['3jfxxO6JNrzzhov82l1wX2'],6,1,False,0.316,0.916,8,-5.6720000000000015,1,0.0453,2.5e-06,0.307,0.153,0.7929999999999999,172.301,201216,4.0,2011,2011-02-08,1
16oXjlIsDDwk78A06ABEi7,Out of Range (Electric),Out Of Range,53uQL3mss1tsv4NAIs4gwc,['Ani DiFranco'],['0AiTwNtYX8m4uhfU7rJ8RD'],9,1,False,0.619,0.787,0,-8.355,1,0.0465,0.00514,2.03e-06,0.0646,0.865,139.35399999999998,205827,4.0,1994,1994-03-01,1
2ZC5ygLIJEMuLTiElPFTnC,Rock Me Baby,Still Alive And Well,028UyLRMn9HnuTvRaWAVTF,['Johnny Winter'],['2ODUxmFxJSyvGiimNhMHbO'],1,1,False,0.483,0.7440000000000001,7,-9.683,1,0.0562,0.304,0.0935,0.133,0.647,95.477,229093,4.0,1973,1973,1
5kXa0gNRRRJkF6R4KRRIpq,Western Man,El Rauncho Grundge,4QJ2Ud0wIsaG4oWGURJbyX,['Too Slim and the Taildraggers'],['7CSwswyyJWwaxmOeCkzZQe'],1,1,False,0.565,0.937,8,-5.13,1,0.0381,0.0081599999999999,0.176,0.0963,0.857,152.27200000000005,277360,4.0,1992,1992,1
3Lg2CVWLCtZQmVZNrPhck8,Who Will Pray For Junior,Rosaryville,747XdfKqkymjuvap8Lm1Hv,['Kate Campbell'],['1NZA6DefBtQo2PgcmBtnTg'],7,1,False,0.691,0.267,2,-11.758,1,0.0323,0.797,3.4200000000000005e-05,0.118,0.33,123.033,236387,4.0,1999,1999-07-20,2
4AiVt49hSjkkArFOIlAZhL,Everything Your Heart Desires,Ooh Yeah!,4EEyCnj2fZu1eInXpLfZZW,['Daryl Hall & John Oates'],['77tT1kLj6mCWtFNqiOmP9H'],2,1,False,0.706,0.861,10,-5.774,1,0.0411,0.157,1.29e-06,0.256,0.887,99.992,300467,4.0,1988,1988-07-27,1
5453uIlvsA8dskpUmSm6Xs,Make Them Apologize,Imperfectly,6yIQT5AvjFQ0kRo3RxBN6n,['Ani DiFranco'],['0AiTwNtYX8m4uhfU7rJ8RD'],10,1,False,0.481,0.6409999999999999,10,-14.379,0,0.135,0.6940000000000001,1.46e-05,0.1119999999999999,0.747,137.34799999999998,259507,4.0,1992,1992-06-19,6
1adbS4O1niPAEhQzuEu5J2,I'm No Heroine,Imperfectly,6yIQT5AvjFQ0kRo3RxBN6n,['Ani DiFranco'],['0AiTwNtYX8m4uhfU7rJ8RD'],8,1,False,0.431,0.344,2,-15.847,0,0.0541,0.539,2.52e-05,0.105,0.494,148.537,200173,4.0,1992,1992-06-19,2
1TuYWuF3vUQOt53jYdu9PJ,Love Hate,The Jesus Experience,1XC4UMt4DU5SyArX2xWozu,['Bride'],['3G7qoMSLvu9Pmb0xGtf9fl'],7,1,False,0.288,0.954,10,-6.21,0,0.089,0.033,9.53e-05,0.151,0.182,201.604,211880,4.0,1997,1997-01-01,6
463fpsSjhjHqMKrQT5x4DF,Universe,This Is It,0FEp5GWCS9mIWneuRWabeM,['Bride'],['3G7qoMSLvu9Pmb0xGtf9fl'],12,1,False,0.669,0.757,1,-8.456,1,0.0478,0.00154,0.177,0.109,0.53,121.035,297453,4.0,2003,2003-01-01,1
4lDMOr82Ks0qcXSe9hp4f0,Scarlet's Walk,Scarlet's Walk,5JnLg2nd43M3NS4NfVrIdQ,['Tori Amos'],['1KsASRNugxU85T0u6zSg32'],16,1,False,0.444,0.392,3,-12.271,0,0.0273,0.963,0.0561,0.106,0.327,81.531,256853,4.0,2002,2002-10-28,2
0j7UjfVigwr1yl49WnvQlw,Prince in a Paupers Grave,Sessions,4FZtQN0bujuzJih6UZDXgp,['Carter The Unstoppable Sex Machine'],['5RFBPz01PqvSQ1QhEgaxOp'],2,1,False,0.4,0.293,9,-5.754,0,0.0367,0.204,1.56e-05,0.0679,0.3329999999999999,125.106,259467,3.0,1998,1998-01-01,0
3OMgsU5SnOYyup7cvMZ4eH,Here's To Wang,We Apologise For Any Inconvenience,0duwYYWvmZm8cSQRe5u0RD,['Zorras'],['7pzMfr6cKMht2pNA6mhomU'],4,1,True,0.664,0.0766,0,-19.573,1,0.931,0.639,0.0,0.353,0.336,151.011,264707,4.0,2010,2010-03-01,3
5WrnSmZTnq7E7oSgZxYRjP,Rocket To God,Ooh Yeah!,4EEyCnj2fZu1eInXpLfZZW,['Daryl Hall & John Oates'],['77tT1kLj6mCWtFNqiOmP9H'],7,1,False,0.708,0.631,0,-8.68,1,0.062,0.268,0.0019,0.105,0.907,93.97,349333,4.0,1988,1988-07-27,1
7ibezdTCBAdBFh7OhP8DWG,Hello Birmingham,To The Teeth,2gH0pLuQAJm9eWxIM87lSy,['Ani DiFranco'],['0AiTwNtYX8m4uhfU7rJ8RD'],6,1,False,0.362,0.205,7,-14.050999999999998,0,0.0684,0.748,0.00133,0.0772,0.182,82.445,323307,4.0,1999,1999-11-16,2
3f7Ktj0FIWGDH96PSRl4AF,Tell Me,The Complete Stone Roses,2X30YPHjEbDLtxwsHnUabT,['The Stone Roses'],['1lYT0A0LV5DUfxr6doRP3d'],2,1,False,0.315,0.67,6,-10.58,0,0.0565,0.000235,0.00119,0.16,0.475,144.38299999999995,230200,4.0,1995,1995-05-15,6
7jWbXvrgdbkajU8L28ahn5,Highwayman,Highwayman,6rFM5jHaGzwut3hGbG9pGU,"['The Highwaymen', 'Willie Nelson', 'Johnny Cash', 'Waylon Jennings', 'Kris Kristofferson']","['6e7QpHYqEiyJGiM98IysLa', '5W5bDNCqJ1jbCgTxDD0Cb3', '6kACVPfCOnqzgfEF5ryl0x', '7wCjDgV6nqBsHguQXPAaIM', '0vYQRW5LIDeYQOccTviQNX']",1,1,False,0.67,0.351,2,-16.842,1,0.0463,0.48,0.0176,0.115,0.45,101.384,182653,4.0,1985,1985-05-01,2
5giCRvTkp5GV5UIAORAOof,If I Let You Go - Radio Edit,Westlife,22pfCAdDOgyC2JfSi5OwxT,['Westlife'],['5Z1CCuBsyhEHngq3U5IraY'],2,1,False,0.5710000000000001,0.6970000000000001,0,-4.255,1,0.0294,0.0057399999999999,0.0,0.0775,0.636,181.987,221533,4.0,1999,1999-04-25,1
0gcwlC2uR5EQDvxGYzfm4k,Highway 61 Revisited - Live,Johnny Winter: A Rock N' Roll Collection,6yn5Mylr8HsH9PVro7Fo22,['Johnny Winter'],['2ODUxmFxJSyvGiimNhMHbO'],10,2,False,0.17,0.994,2,-9.594,1,0.0964,0.0157,0.3989999999999999,0.943,0.314,167.93400000000003,645793,4.0,1973,1973,5
5dci9BCmhYQdh61LAtemUi,Small Planes,Small Planes,1iyTLD4EXY7G9gHYb7MZRQ,['The Innocence Mission'],['4VcTmgGKGuJn56Ac2zNhiH'],10,1,False,0.3929999999999999,0.298,4,-10.416,1,0.036,0.706,0.0001699999999999,0.0889,0.257,130.026,271787,3.0,2001,2001-09-25,0
11NNhmvQlwN6AH6w1Kupgd,Barren River Blues,This Is It,0FEp5GWCS9mIWneuRWabeM,['Bride'],['3G7qoMSLvu9Pmb0xGtf9fl'],9,1,False,0.502,0.242,5,-17.455,0,0.0992,0.675,2.5e-06,0.595,0.887,96.193,101560,4.0,2003,2003-01-01,2
0idZrDcfPLGHOsu5W3wuv7,Come on in My Kitchen,Johnny Winter: A Rock N' Roll Collection,6yn5Mylr8HsH9PVro7Fo22,['Johnny Winter'],['2ODUxmFxJSyvGiimNhMHbO'],9,2,False,0.48,0.34,5,-14.807,0,0.0502,0.409,0.000297,0.185,0.629,149.236,303533,3.0,1973,1973,0
3jS0Hj7Fgn5PVCARsu2XUu,Got Into My Head & Stole My Heart,Nodesha,4Yjnki7SUpEbmPVzWpgede,['Nodesha'],['0m3R4g8wdmgu5YByHlrmQX'],5,1,False,0.379,0.351,0,-9.008,1,0.126,0.284,7.98e-06,0.146,0.287,207.329,259720,4.0,2003,2003,1
2C0Wp3FEd0QlXXFMQ3ri72,Anywhere You Go,Whole New You,4qye8JvPSQlrkc3rOTfZmS,['Shawn Colvin'],['0K7VN4aHxHcEb7PqkfoIVA'],4,1,False,0.495,0.644,5,-7.9620000000000015,1,0.0349,0.1159999999999999,0.000839,0.081,0.606,187.977,212760,4.0,2001,2001-03-20,1
13S85ASCmpJMdwM9rgaRUa,Obvious,Turnaround,7cAUnQdYOGT2q0OPiBgTWO,['Westlife'],['5Z1CCuBsyhEHngq3U5IraY'],4,1,False,0.529,0.667,4,-7.263,1,0.0247,0.0385,0.0,0.212,0.402,82.01100000000002,210160,4.0,2003,2003-11-24,1
5oLsi3F0C26MGnXJcnzQyB,Love The One You're With,Fridays Child,0eaPZK3nTV2Ei075j2t6Na,['Will Young'],['2U6gqwyl9F33YxawnFrZG7'],1,1,False,0.61,0.883,0,-5.888999999999999,1,0.0749,0.24,0.0,0.248,0.6409999999999999,95.034,215093,4.0,2003,2003-12-01,1
5PwG5dfFVLBfhmPYLFOrlJ,I Live For You,The Jesus Experience,1XC4UMt4DU5SyArX2xWozu,['Bride'],['3G7qoMSLvu9Pmb0xGtf9fl'],4,1,False,0.584,0.843,10,-6.905,0,0.129,0.013,0.000337,0.1369999999999999,0.7340000000000001,91.346,200133,4.0,1997,1997-01-01,6
60qzjJREFQP6YT0HqalpCn,Joyful Girl (Peace and Love Mix),More Joy Less Shame,4ysiLjQwyLg4rw3aIv0flv,['Ani DiFranco'],['0AiTwNtYX8m4uhfU7rJ8RD'],2,1,False,0.755,0.275,8,-13.944,1,0.107,0.19,0.000269,0.0648,0.22,79.993,279800,4.0,1996,1996-11-01,2
3w9ghRrxZV8IK0HC8rMZxP,In the Details 4 & 5,We Apologise For Any Inconvenience,0duwYYWvmZm8cSQRe5u0RD,['Zorras'],['7pzMfr6cKMht2pNA6mhomU'],10,1,False,0.537,0.1009999999999999,1,-21.799,1,0.0686,0.8370000000000001,0.19,0.106,0.0389,134.401,37773,3.0,2010,2010-03-01,0
5PmePoyUgFVUmF2WrJr4aS,Downtown Life,Ooh Yeah!,4EEyCnj2fZu1eInXpLfZZW,['Daryl Hall & John Oates'],['77tT1kLj6mCWtFNqiOmP9H'],1,1,False,0.66,0.892,4,-6.545,0,0.0419,0.0971,2.11e-05,0.35,0.767,110.089,268467,4.0,1988,1988-07-27,6
7cYTwV3GnsDNateBkVjIxo,Monopoly,Fat City,6A9VRoIhp6OkoPp0goFZcs,['Shawn Colvin'],['0K7VN4aHxHcEb7PqkfoIVA'],5,1,False,0.359,0.0496,3,-20.136,1,0.0357,0.964,6.1e-05,0.1159999999999999,0.146,80.735,264200,4.0,1992,1992-10-27,2
7nz5fzfhoEI7IQbKHI4jvx,Souls For Hire,Ampendectomy,5ovMagVMhha9qq0OYDzXFm,['Resurrection Band'],['3MAQykZ3MwPcviv5eIVqgb'],3,1,False,0.622,0.596,6,-9.01,0,0.0525,0.24,9.79e-06,0.0619,0.74,89.51700000000002,238267,4.0,1997,1997-01-01,6
6LiqMOJNu3pMKO6M1cTsgA,Amber Waves,Scarlet's Walk,5JnLg2nd43M3NS4NfVrIdQ,['Tori Amos'],['1KsASRNugxU85T0u6zSg32'],1,1,False,0.5760000000000001,0.494,9,-9.917,1,0.0262,0.898,0.00443,0.139,0.4370000000000001,100.0,219400,4.0,2002,2002-10-28,2
4H3tjdqHW2CG17lsytVVqa,Do Re Me (Live),Swing Set,16707paUqnfatdD8OwN3Dc,['Ani DiFranco'],['0AiTwNtYX8m4uhfU7rJ8RD'],4,1,False,0.483,0.4039999999999999,0,-12.366,1,0.107,0.721,5.84e-05,0.579,0.575,81.399,192733,3.0,2000,2000-07-11,0
2ZkLJzOAIa8mTRbNqMchGz,America,New Life Faded,1xNWaXNMS8798hlEBxdVjL,['Death & Desire'],['3jfxxO6JNrzzhov82l1wX2'],3,1,False,0.484,0.747,2,-6.709,0,0.0561,0.0006309999999999,0.034,0.123,0.356,84.911,192256,4.0,2011,2011-02-08,6
3Vl5YXSsKLy8ncOCmFvPdU,Tennessee,Fat City,6A9VRoIhp6OkoPp0goFZcs,['Shawn Colvin'],['0K7VN4aHxHcEb7PqkfoIVA'],2,1,False,0.612,0.7070000000000001,7,-8.737,1,0.0263,0.1939999999999999,0.000281,0.162,0.75,127.388,260560,4.0,1992,1992-10-27,1
3moeHk8eIajvUEzVocXukf,Born As Ghosts,The Battle Of Los Angeles,2eia0myWFgoHuttJytCxgX,['Rage Against The Machine'],['2d0hyoQ5ynDBnkvAbJKORj'],7,1,False,0.417,0.976,9,-6.032,1,0.175,0.0004269999999999,0.000134,0.107,0.483,90.395,202040,4.0,1999,1999-11-02,1
24zq9v6fokxqZ9RE8BP0k8,El Pilon/Alla,We Apologise For Any Inconvenience,0duwYYWvmZm8cSQRe5u0RD,['Zorras'],['7pzMfr6cKMht2pNA6mhomU'],6,1,False,0.523,0.12,5,-19.457,0,0.504,0.926,0.0,0.318,0.243,52.59,207893,4.0,2010,2010-03-01,3
4XJoAKflOdWxFXKfbKAZbt,It's All Over Now,Johnny Winter: A Rock N' Roll Collection,6yn5Mylr8HsH9PVro7Fo22,['Johnny Winter'],['2ODUxmFxJSyvGiimNhMHbO'],2,2,False,0.4629999999999999,0.947,2,-10.034,1,0.0553,0.281,0.0205,0.985,0.472,107.311,376535,4.0,1973,1973,5
4P7oiJTI80K4PzPjQ8e4Fy,Miss Ann,Johnny Winter: A Rock N' Roll Collection,6yn5Mylr8HsH9PVro7Fo22,['Johnny Winter'],['2ODUxmFxJSyvGiimNhMHbO'],6,1,False,0.636,0.417,7,-12.34,1,0.0336,0.165,1.18e-05,0.146,0.665,107.579,219382,4.0,1973,1973,1
6aZ30pFvwiEelirZjzFrec,In or Out,Imperfectly,6yIQT5AvjFQ0kRo3RxBN6n,['Ani DiFranco'],['0AiTwNtYX8m4uhfU7rJ8RD'],3,1,False,0.619,0.629,7,-11.88,1,0.0886,0.482,7.65e-06,0.0492,0.652,140.403,186840,4.0,1992,1992-06-19,1
2mnzarq1aTX6PiAdeq5wSu,Face Up and Sing,Out Of Range,53uQL3mss1tsv4NAIs4gwc,['Ani DiFranco'],['0AiTwNtYX8m4uhfU7rJ8RD'],7,1,False,0.625,0.609,9,-10.523,0,0.0524,0.2339999999999999,8.7e-05,0.0997,0.733,137.072,173493,4.0,1994,1994-03-01,6
